dragon_type,region,sex,claw_length_cm,claw_thickness_cm,wingspan_m,weight_kg,flying_speed_kmh
Sea Dragon,Coastal Cliffs,Female,23.5,4.1,4.32,279.2,107.5
Forest Dragon,Coastal Cliffs,Male,23.7,5.6,4.37,303,147.8
Mountain Dragon,Ancient Forest,Female,23.4,5.5,4.15,212,135.1
Mountain Dragon,Ancient Forest,Female,24.6,5.8,4.06,185.8,139.4
Mountain Dragon,Ancient Forest,Male,28.1,5.8,4.21,233.4,132.2
Sea Dragon,Coastal Cliffs,Female,25,4.4,4.41,311.6,121.6
Mountain Dragon,Ancient Forest,Male,27.7,6,4.21,236.5,140.2
Forest Dragon,Northern Peaks,Male,22.3,6.2,4.18,298.5,147.1
Sea Dragon,Coastal Cliffs,Female,26,4.2,4.47,280.2,140.7
Forest Dragon,Coastal Cliffs,Female,18.6,5.9,4.07,240.3,125.4
Forest Dragon,Coastal Cliffs,Female,20.2,5.3,4.21,213.6,159.3
Forest Dragon,Northern Peaks,NA,21.5,5.6,3.81,239.7,138
Sea Dragon,Coastal Cliffs,Male,27.8,4.8,4.59,348.6,118
Sea Dragon,Coastal Cliffs,Male,28.7,4.3,4.44,345.6,82.6
Forest Dragon,Northern Peaks,Female,20.5,6.1,4.2,217.2,155.7
Forest Dragon,Coastal Cliffs,Male,22.4,6.4,3.92,252.7,126.5
Sea Dragon,Coastal Cliffs,Female,25.2,4.2,4.78,306.7,132.7
Forest Dragon,Ancient Forest,Male,20.2,6.2,4.17,243.8,147.9
Sea Dragon,Coastal Cliffs,Male,27.7,5.3,4.67,349,134.1
Forest Dragon,Coastal Cliffs,Female,21.2,5.3,4.49,238.6,164.6
Sea Dragon,Coastal Cliffs,Female,24.7,4.6,4.37,283.3,132.4
Mountain Dragon,Ancient Forest,Female,26,5.6,4.21,233.8,132.3
Sea Dragon,Coastal Cliffs,Male,30.7,4.6,4.77,368.9,99.5
Sea Dragon,Coastal Cliffs,Female,24.4,3.6,4.54,325.6,142.1
Sea Dragon,Coastal Cliffs,Female,25.4,4.5,4.37,271.1,119.9
Sea Dragon,Coastal Cliffs,Female,26.3,4.9,4.6,301.6,127.6
Forest Dragon,Northern Peaks,Male,20.3,6.5,4.1,238.8,162.2
Forest Dragon,Ancient Forest,Male,21.4,5.4,4.25,280.5,145.7
Sea Dragon,Coastal Cliffs,Female,25.3,4.8,4.26,304.7,125
Forest Dragon,Coastal Cliffs,Male,21.9,5.4,3.97,227.2,143
Sea Dragon,Coastal Cliffs,Female,25.7,4.6,4.04,297.3,94.6
Mountain Dragon,Ancient Forest,Female,25.9,6.2,4.22,260.5,124.3
Mountain Dragon,Ancient Forest,Female,25.4,5.5,4.18,238,142.8
Mountain Dragon,Ancient Forest,Female,27.8,5.3,4.28,219.5,154.2
Forest Dragon,Ancient Forest,Female,19.8,5.2,3.95,189.6,145.3
Sea Dragon,Coastal Cliffs,Female,24.4,4.2,4.32,289.5,103.7
Forest Dragon,Ancient Forest,Female,17,4.4,4.16,192.3,130.7
Sea Dragon,Coastal Cliffs,Male,31.9,5.2,4.8,386.1,118
Forest Dragon,Ancient Forest,Female,19.5,5.1,4.22,215.6,135.4
Forest Dragon,Ancient Forest,Male,22.1,5.4,4.14,270.8,158.2
Sea Dragon,Coastal Cliffs,Male,28.1,4.8,4.76,343.8,131.9
Sea Dragon,Coastal Cliffs,Female,25.7,4.8,4.58,313.9,112.5
Sea Dragon,Coastal Cliffs,Female,22.7,4.7,4.22,313.3,93.4
Forest Dragon,Northern Peaks,Female,20.3,4.6,3.99,191.6,153.4
Mountain Dragon,Ancient Forest,Female,24.9,5.4,4.24,231.2,119
Sea Dragon,Coastal Cliffs,Female,24.7,4.6,4.37,272.3,134.9
Sea Dragon,Coastal Cliffs,Male,27.5,5,4.72,318.9,139
Sea Dragon,Coastal Cliffs,Female,25.5,3.7,4.34,292.3,89.3
Forest Dragon,Ancient Forest,Male,21.1,5.9,4.04,233.7,152.6
Forest Dragon,Ancient Forest,Male,21.9,6.2,4.15,224.3,169.3
Forest Dragon,Northern Peaks,Female,21.6,5.2,4.3,226.9,142.8
Sea Dragon,Coastal Cliffs,Female,23.1,4.4,4.28,251.5,118.2
Mountain Dragon,Ancient Forest,Male,27.4,6.4,4.38,244.3,134.6
Sea Dragon,Coastal Cliffs,Female,25.4,4.6,4.37,295.3,92
Sea Dragon,Coastal Cliffs,Male,28.4,4.5,4.56,334.8,110.9
Forest Dragon,Northern Peaks,Male,22.5,6.2,4.24,256.3,153.7
Forest Dragon,Northern Peaks,Male,23.9,6.2,4.12,227.7,139
Forest Dragon,Coastal Cliffs,Female,20,5.5,4.08,179.4,154.4
Forest Dragon,Ancient Forest,Female,21.8,6.5,4.13,229.7,138.1
Forest Dragon,Coastal Cliffs,Male,22.8,5.5,4.14,254.5,135.8
Forest Dragon,Ancient Forest,Male,22.1,5.7,4.07,284.8,123.7
Forest Dragon,Northern Peaks,Female,20.9,5.5,4.02,187.4,122
Mountain Dragon,Ancient Forest,Male,29.6,6.4,4.5,251.5,147.6
Mountain Dragon,Ancient Forest,Male,28.1,5.9,4.3,245.6,129.4
Mountain Dragon,Ancient Forest,Female,22.6,5.2,4.19,213.4,163.8
Mountain Dragon,Ancient Forest,Female,23.8,5.2,4.62,213.2,177.1
Mountain Dragon,Ancient Forest,Female,26.4,5.4,4.35,249.3,116.9
Mountain Dragon,Ancient Forest,Male,26.4,5.6,4.36,231.6,136.5
Sea Dragon,Coastal Cliffs,Male,26,4.8,4.38,338.8,104.9
Sea Dragon,Coastal Cliffs,Male,26.8,5.5,4.5,377.6,113.4
Sea Dragon,Coastal Cliffs,Female,26.6,4.7,4.22,292.9,117.8
Forest Dragon,Ancient Forest,Male,21.1,5.6,4.21,239,167.1
Forest Dragon,Coastal Cliffs,Male,18.8,6.4,4.14,239.3,146.2
Forest Dragon,Coastal Cliffs,Female,20.4,6.5,4.13,242.6,157.2
Forest Dragon,Ancient Forest,Male,24.6,6.1,4.33,281.7,148.1
Mountain Dragon,Ancient Forest,Male,28,6.2,4.31,282.8,133.3
Sea Dragon,Coastal Cliffs,Male,26.9,4.3,4.53,360.3,101
Forest Dragon,Coastal Cliffs,Female,22.1,5.4,4,225.2,147.8
Forest Dragon,Ancient Forest,Male,23.3,5.3,4.05,250.1,132.9
Forest Dragon,Ancient Forest,Male,20.8,5.8,4.09,296.6,144.5
Forest Dragon,Coastal Cliffs,Male,22.6,5.8,4.13,240.5,138.2
Sea Dragon,Coastal Cliffs,Female,24.7,5,4.33,330.9,98.5
Forest Dragon,Northern Peaks,Female,18.8,5.9,4.16,230.3,164.2
Forest Dragon,Coastal Cliffs,Female,21.8,5.4,4.12,204.8,175.1
Forest Dragon,Coastal Cliffs,Male,23.1,6.7,4.49,299.6,155.6
Forest Dragon,Ancient Forest,Male,20.8,6,4.04,254.2,135.9
Forest Dragon,Northern Peaks,NA,24.2,6.5,4.19,269.4,149.7
Sea Dragon,Coastal Cliffs,Male,25.8,4.5,4.6,339.5,105
Forest Dragon,Northern Peaks,Female,23.9,5.2,3.93,203.8,138.2
Sea Dragon,Coastal Cliffs,Male,27.7,5.3,4.56,368.1,106.3
Sea Dragon,Coastal Cliffs,Female,27.2,5.1,4.55,308,122.6
Forest Dragon,Ancient Forest,Male,21.7,6.5,4.22,263.5,151.4
Sea Dragon,Coastal Cliffs,Male,25,4.8,4.72,315.1,121.5
Forest Dragon,Northern Peaks,Female,18.7,5,4.11,193.3,156
Mountain Dragon,Ancient Forest,Male,27.1,6,4.38,227.1,141.4
Sea Dragon,Coastal Cliffs,Female,25.5,4.5,4.24,310.6,93.2
Forest Dragon,Northern Peaks,Female,22.3,5.8,4.2,204.3,158.7
Mountain Dragon,Ancient Forest,Female,25.5,5.5,4.21,210.3,126
Sea Dragon,Coastal Cliffs,Male,26.8,4.6,4.46,358.4,110.9
Forest Dragon,Ancient Forest,Female,22,5.1,4.06,214.4,128
Mountain Dragon,Ancient Forest,Male,28.1,5.9,4.28,221.1,135.3
Forest Dragon,Ancient Forest,NA,20,6.3,3.91,187.5,140.8
Mountain Dragon,Ancient Forest,Male,30.8,6.6,4.62,256.6,157.1
Sea Dragon,Coastal Cliffs,Female,24.7,4.5,4.23,304.8,100
Sea Dragon,Coastal Cliffs,Female,25.7,4.4,4.35,286,105.6
Sea Dragon,Coastal Cliffs,Female,26.4,4.8,4.47,303.7,111.9
Sea Dragon,Coastal Cliffs,Male,23.1,4.4,4.34,337.3,90.4
Mountain Dragon,Ancient Forest,Male,27.9,6.1,4.77,267.8,154
Mountain Dragon,Ancient Forest,Male,28.2,5.7,4.01,205,146.7
Forest Dragon,Northern Peaks,Male,22.7,5.5,4.37,252.4,171.4
Forest Dragon,Ancient Forest,Female,19.5,6.2,4.17,193.1,138.7
Sea Dragon,Coastal Cliffs,Female,25.9,5.1,4.39,314.8,122.5
Sea Dragon,Coastal Cliffs,Male,30.3,5.3,4.64,350.4,130.4
Sea Dragon,Coastal Cliffs,Male,29.9,4.5,4.5,352.1,120.9
Forest Dragon,Ancient Forest,Male,21.7,5.3,4.45,270.4,163.1
Sea Dragon,Coastal Cliffs,Female,25.2,4.2,4.41,304.4,118
Mountain Dragon,Ancient Forest,Male,27.9,5.9,4.59,305.6,144.2
Sea Dragon,Coastal Cliffs,Female,22.8,4.6,4.32,299.5,90.7
Sea Dragon,Coastal Cliffs,NA,25.5,4.6,4.53,298.1,113.2
Forest Dragon,Northern Peaks,Male,21.7,6.8,4.11,233.2,130.2
Forest Dragon,Northern Peaks,Male,22.2,6.3,4.44,254.3,174.4
Sea Dragon,Coastal Cliffs,Male,25.2,4.8,4.62,321.2,137.4
Sea Dragon,Coastal Cliffs,Female,24.1,4.6,4.2,277.9,99.3
Sea Dragon,Coastal Cliffs,Male,24.4,4.6,4.65,318.7,112.6
Forest Dragon,Ancient Forest,Male,20.5,5.8,4.33,281.4,148.4
Forest Dragon,Coastal Cliffs,Female,20.9,5.1,4.31,241.7,158.8
Forest Dragon,Ancient Forest,Male,23.7,6.2,4.09,260.5,161.9
Sea Dragon,Coastal Cliffs,Female,22.9,4.6,4.3,284.7,111.6
Sea Dragon,Coastal Cliffs,Male,28.4,5.1,4.56,353.2,130.9
Forest Dragon,Northern Peaks,Male,19.3,6.3,4.17,270.4,150.2
Forest Dragon,Ancient Forest,Male,23,6.3,4.12,245.8,159.2
Forest Dragon,Coastal Cliffs,Female,19.7,5.9,3.89,202.2,135.6
Mountain Dragon,Ancient Forest,Male,27,5.8,4.3,260,136.1
Sea Dragon,Coastal Cliffs,Female,22.3,4.7,4.39,299,125.5
Mountain Dragon,Ancient Forest,Female,24.8,5.6,4.11,241,132.5
Forest Dragon,Coastal Cliffs,Female,20.7,5.3,4.09,227,145.7
Sea Dragon,Coastal Cliffs,Female,23.8,3.9,4.57,315.8,114.2
Mountain Dragon,Ancient Forest,Female,24.3,5.3,4.35,224,142
Forest Dragon,Ancient Forest,Female,19.1,5.3,4.14,236.4,134.7
Sea Dragon,Coastal Cliffs,Male,27.3,4.5,4.75,364,131.1
Sea Dragon,Coastal Cliffs,Male,27.3,5.1,4.7,367.5,113
Mountain Dragon,Ancient Forest,Female,26.5,5.6,4.55,212.2,165.5
Sea Dragon,Coastal Cliffs,Male,27.9,4.8,4.61,378.1,98.7
Sea Dragon,Coastal Cliffs,Male,25.9,4.6,4.54,335.7,120.6
Sea Dragon,Coastal Cliffs,Female,25.1,4.5,4.55,307.3,141
Sea Dragon,Coastal Cliffs,Male,25.8,4.5,4.38,372,98.7
Forest Dragon,Northern Peaks,Male,19.7,6.3,4.21,221.7,170.7
Sea Dragon,Coastal Cliffs,Male,27.7,4.9,4.79,376.5,135.7
Forest Dragon,Northern Peaks,Male,22.2,5.7,4.04,236.8,146.9
Forest Dragon,Ancient Forest,Female,18.8,5.4,4.42,199.7,178.3
Forest Dragon,Ancient Forest,Female,19.7,5.6,4.01,221.8,138.9
Sea Dragon,Coastal Cliffs,Female,24.2,4,4.49,317.9,130.3
Mountain Dragon,Ancient Forest,Male,27.9,6.2,4.18,236.2,162.7
Mountain Dragon,Ancient Forest,Male,29,6.4,4.47,283.8,123.6
Sea Dragon,Coastal Cliffs,Male,25.4,3.9,4.45,344.1,115.6
Forest Dragon,Northern Peaks,Male,25.4,5.7,4.33,264,168.1
Sea Dragon,Coastal Cliffs,Male,25.9,4.7,4.7,385.6,113.1
Mountain Dragon,Ancient Forest,Male,27.6,6.4,4.31,265.2,131.3
Sea Dragon,Coastal Cliffs,Male,27,4.3,4.51,362.4,111.8
Sea Dragon,Coastal Cliffs,Female,25,3.9,4.65,305,97.9
Forest Dragon,Northern Peaks,Male,23.1,6.4,4.32,283.5,166.9
Sea Dragon,Coastal Cliffs,Male,28.1,4.7,4.57,331.5,96.6
Sea Dragon,Coastal Cliffs,Male,26.9,5.2,4.73,352.4,129
Forest Dragon,Ancient Forest,Male,22.2,5,4.05,216.5,160.4
Forest Dragon,Ancient Forest,Male,21.9,6.4,4.16,253.3,140.4
Mountain Dragon,Ancient Forest,Male,28.4,6.1,4.17,239.7,123.9
Sea Dragon,Coastal Cliffs,Female,24.9,5.1,4.54,334.3,141.2
Forest Dragon,Coastal Cliffs,Male,22,5.3,3.83,243.1,132.7
Forest Dragon,Coastal Cliffs,Male,20.6,6.2,4.16,248.9,163.2
Sea Dragon,Coastal Cliffs,Male,26.8,4.9,4.42,315.6,110.2
Mountain Dragon,Ancient Forest,Male,28.7,5.5,4.56,259.8,135
Mountain Dragon,Ancient Forest,Female,26.2,5.8,4.22,230.9,121.4
Forest Dragon,Ancient Forest,Male,22.7,6.1,3.91,218.8,134.5
Mountain Dragon,Ancient Forest,Male,26.8,5.4,4.28,278.1,136.1
Mountain Dragon,Ancient Forest,Male,27.8,6.5,4.34,212.1,154.1
Mountain Dragon,Ancient Forest,Male,27.1,6,4.28,240.5,126
Forest Dragon,Northern Peaks,Male,22.3,5.1,4.16,275.5,161.4
Forest Dragon,Ancient Forest,Female,22.6,5.8,3.95,226.3,140.6
Mountain Dragon,Ancient Forest,Male,27.3,6,4.44,246.1,153.4
Sea Dragon,Coastal Cliffs,Female,24.4,4.7,4.42,301.7,129.1
Forest Dragon,Northern Peaks,Female,21.6,6.2,4.26,217.5,169.8
Mountain Dragon,Ancient Forest,Male,26.6,5.8,4.41,257.7,135.7
Mountain Dragon,Ancient Forest,Male,28.2,5.6,4.3,240.2,109.1
Forest Dragon,Northern Peaks,Female,18.3,4.9,4.13,204.9,154.7
Forest Dragon,Coastal Cliffs,Female,21.5,5.5,4.06,225.4,147
Forest Dragon,Ancient Forest,Male,22.4,5.9,4.28,248.5,187.1
Sea Dragon,Coastal Cliffs,Female,27.6,4.9,4.42,319.9,129.4
Forest Dragon,Northern Peaks,Male,21.7,6.1,4.14,210.3,142.5
Mountain Dragon,Ancient Forest,Male,28.8,6.1,4.4,252.6,134.9
Mountain Dragon,Ancient Forest,Male,28.8,5.4,4.46,259.1,140.8
Forest Dragon,Northern Peaks,Female,18.8,5.3,4.25,242.2,164.9
Forest Dragon,Northern Peaks,Female,20.1,5.1,4.3,196,177.5
Sea Dragon,Coastal Cliffs,Male,27.4,4.5,4.65,338,135.3
Sea Dragon,Coastal Cliffs,Male,27.3,5,4.48,344.1,87.9
Forest Dragon,Ancient Forest,Female,20.4,5.2,4.02,192.8,167.1
Forest Dragon,Coastal Cliffs,Male,22.8,6.1,4.11,272.9,152.6
Sea Dragon,Coastal Cliffs,Male,26.6,5.2,4.61,326.7,116.9
Mountain Dragon,Ancient Forest,Female,25.9,5.7,4.05,223.4,128.5
Mountain Dragon,Ancient Forest,Female,28.5,5.4,4.2,235.5,149.3
Mountain Dragon,Ancient Forest,Male,29.4,6.1,4.48,292.3,118.2
Forest Dragon,Ancient Forest,Female,21.2,5.3,3.84,208.4,147.7
Sea Dragon,Coastal Cliffs,Male,24.4,5,4.33,325.3,105.2
Mountain Dragon,Ancient Forest,Female,24.7,5.6,4.37,250.9,149.6
Forest Dragon,Northern Peaks,NA,18.6,6.1,4.11,221.5,147.8
Forest Dragon,Northern Peaks,Female,21.3,5.1,4.02,243.9,121.4
Forest Dragon,Ancient Forest,Male,21.4,5.5,4.19,271.6,160.1
Forest Dragon,Ancient Forest,Male,22.7,5.8,4.22,255.9,164.7
Mountain Dragon,Ancient Forest,Female,24.7,4.9,4.17,171.4,143.8
Mountain Dragon,Ancient Forest,Male,29.9,7.5,4.49,275.1,148.5
Forest Dragon,Coastal Cliffs,Female,21.4,6.4,4.07,249.9,124.4
Forest Dragon,Coastal Cliffs,Female,19.5,5.7,4.09,235.6,145.1
Forest Dragon,Coastal Cliffs,Male,20.8,5.6,3.94,249.6,143
Forest Dragon,Coastal Cliffs,Male,22.4,6.2,4.28,256,150.5
Forest Dragon,Coastal Cliffs,Male,20.4,5.7,3.84,228.7,122.3
Sea Dragon,Coastal Cliffs,Male,26.8,4.7,4.46,338.2,110.3
Sea Dragon,Coastal Cliffs,Female,23.7,4.8,4.59,288.9,126.8
Forest Dragon,Northern Peaks,Female,21.2,5.2,4.16,212.2,156.1
Mountain Dragon,Ancient Forest,Male,28,6.2,4.32,234.5,110.3
Sea Dragon,Coastal Cliffs,Male,27.6,5.4,4.94,365.7,135.4
Sea Dragon,Coastal Cliffs,Male,26.5,4.8,4.66,353.5,121.2
Mountain Dragon,Ancient Forest,Female,26,5.1,4.2,229.6,149.7
Forest Dragon,Ancient Forest,Male,22.9,6.7,4.19,265,148.1
Forest Dragon,Ancient Forest,Female,17.2,5.5,3.93,183.4,141.7
Forest Dragon,Ancient Forest,Female,20.6,5.8,4.14,220.2,165.2
Sea Dragon,Coastal Cliffs,Male,29.4,4.6,4.92,360.1,128.3
Forest Dragon,Coastal Cliffs,Male,22.7,6,4.24,236.8,147.1
Sea Dragon,Coastal Cliffs,Female,26.3,4.5,4.4,289.8,112.9
Forest Dragon,Ancient Forest,Female,21.5,5.4,4.14,212.6,151.4
Forest Dragon,Ancient Forest,Female,20,5.5,4.32,223.3,153.7
Mountain Dragon,Ancient Forest,Female,25.7,5.4,4.22,232.9,124.8
Forest Dragon,Coastal Cliffs,Male,22.4,6.6,4.07,279.3,129.7
Sea Dragon,Coastal Cliffs,Male,26.1,5.1,4.36,320.9,94.1
Forest Dragon,Coastal Cliffs,Female,19.7,5,3.89,198.5,140.5
Mountain Dragon,Ancient Forest,Female,22,5.3,4.07,208.2,99.9
Forest Dragon,Ancient Forest,Female,20.3,5.7,4.13,239.6,129.2
Mountain Dragon,Ancient Forest,Female,23.7,5.4,3.92,226.3,118.6
Sea Dragon,Coastal Cliffs,Male,27.7,4.9,4.42,342.7,103.6
Forest Dragon,Ancient Forest,Female,22,4.8,4.15,215.9,139
Forest Dragon,Ancient Forest,Female,19.4,5.7,4.3,219,163.9
Forest Dragon,Northern Peaks,NA,20.6,5.1,3.99,209.9,150.4
Forest Dragon,Ancient Forest,Female,18.3,4.9,4.01,214.8,152.7
Sea Dragon,Coastal Cliffs,Female,26.6,4.5,4.32,312,94.2
Forest Dragon,Coastal Cliffs,Male,22.3,5.6,4.21,248.3,159.3
Forest Dragon,Northern Peaks,Male,18.8,7,4.14,278.2,146
Sea Dragon,Coastal Cliffs,Male,27.8,5.6,4.73,351.1,117.9
Sea Dragon,Coastal Cliffs,Female,23.3,4.4,4.42,294.6,107
Sea Dragon,Coastal Cliffs,Male,25.3,4.8,4.54,335,98
Sea Dragon,Coastal Cliffs,Male,27.2,5,4.73,336.6,121.3
Sea Dragon,Coastal Cliffs,Female,23.5,4.4,4.28,296.1,94.3
Forest Dragon,Coastal Cliffs,Female,21.2,4.7,3.94,197.3,136.6
Forest Dragon,Coastal Cliffs,Female,19.3,6,4.02,182.6,150.6
Sea Dragon,Coastal Cliffs,Female,26,4.7,4.59,313.6,134.7
Forest Dragon,Ancient Forest,Male,23.3,5.5,4.54,275.9,154
Forest Dragon,Ancient Forest,Male,20.3,6.7,3.98,289.8,122.3
Mountain Dragon,Ancient Forest,Female,27.3,6,4.32,239.1,124.8
Mountain Dragon,Ancient Forest,Female,24.7,5.7,3.83,205.5,116.9
Forest Dragon,Coastal Cliffs,Female,21.8,5.6,4.22,185.8,155.8
Sea Dragon,Coastal Cliffs,Male,28.6,5.2,4.66,371.5,118.3
Sea Dragon,Coastal Cliffs,Male,27.4,4.5,4.28,306.3,101.4
Sea Dragon,Coastal Cliffs,Male,27.7,4.5,4.79,360.2,117.7
Sea Dragon,Coastal Cliffs,Female,24.8,4.9,4.34,268.7,136.9
Forest Dragon,Coastal Cliffs,Female,21.5,5.4,3.77,218.2,125.5
Forest Dragon,Northern Peaks,Male,23.1,5.1,4.26,269.1,164.7
Sea Dragon,Coastal Cliffs,Male,27.7,4.7,4.69,405.1,114.7
Mountain Dragon,Ancient Forest,Male,26.9,6.4,4.43,254.2,152.2
Mountain Dragon,Ancient Forest,Female,25.4,5.4,4.01,233.5,132.7
Sea Dragon,Coastal Cliffs,Male,25.2,4.6,4.54,325.1,102.7
Mountain Dragon,Ancient Forest,Female,26.4,5.2,4.2,247.9,118.5
Sea Dragon,Coastal Cliffs,Female,26.7,4.5,4.5,298,135.3
Sea Dragon,Coastal Cliffs,Male,24.8,5.4,4.69,378.2,113.6
Forest Dragon,Ancient Forest,Female,19.8,5.1,4.13,223.6,136.9
Sea Dragon,Coastal Cliffs,Male,26.7,5.4,4.37,349.3,106.2
Mountain Dragon,Ancient Forest,Female,24.1,5.6,4.28,210.3,159
Forest Dragon,Coastal Cliffs,Male,20.1,6.5,4.09,268.5,150.3
Sea Dragon,Coastal Cliffs,Female,25.5,4.6,4.3,265.4,119.9
Forest Dragon,Northern Peaks,Female,20.1,5.5,4.08,225.9,117.5
Sea Dragon,Coastal Cliffs,NA,25.6,4.1,4.53,260.9,132.9
Forest Dragon,Ancient Forest,Female,21,5.3,4.01,221,149.7
Forest Dragon,Ancient Forest,Male,22,5.5,4.07,235.8,149.9
Sea Dragon,Coastal Cliffs,NA,24.3,5.1,4.46,314.4,127.5
Forest Dragon,Northern Peaks,Male,23.4,5.6,4.66,261.4,177.7
Sea Dragon,Coastal Cliffs,Male,26.5,5.4,4.55,361.7,119.5
Forest Dragon,Northern Peaks,Male,21.1,5.3,3.96,251.6,154.4
Forest Dragon,Ancient Forest,Female,20,5.3,3.99,199.9,143.6
Sea Dragon,Coastal Cliffs,Male,26.5,5.4,4.57,353,107.2
Sea Dragon,Coastal Cliffs,NA,25.9,4.4,4.22,299.9,106.3
Forest Dragon,Northern Peaks,Female,19.9,5.5,4.01,232.9,142.8
Forest Dragon,Coastal Cliffs,Male,24.9,6.4,4.17,295,142.4
Mountain Dragon,Ancient Forest,Male,27.7,5.5,4.38,258.4,135.6
Forest Dragon,Ancient Forest,Female,20.6,5.7,4.1,214.4,139.1
Forest Dragon,Northern Peaks,Female,22.7,5.3,4.18,233.2,142
Forest Dragon,Ancient Forest,Male,20.6,6,3.94,249.7,148.4
Sea Dragon,Coastal Cliffs,Female,27,4.7,4.62,330,115.8
Mountain Dragon,Ancient Forest,Male,26.6,6.5,4.5,246.5,152.4
Mountain Dragon,Ancient Forest,Female,28,5.7,4.39,217.5,143.5
Sea Dragon,Coastal Cliffs,Female,25.5,4.5,4.23,267.3,108.3
Forest Dragon,Northern Peaks,Female,19.9,6,4.06,196.1,135.2
Forest Dragon,Ancient Forest,Female,20.1,6.6,4.06,209.1,162.5
Forest Dragon,Northern Peaks,Female,21.1,5,3.81,217.5,124.4
Forest Dragon,Coastal Cliffs,Female,20.8,5.1,3.99,183.9,143.5
Forest Dragon,Northern Peaks,Male,23.4,5.9,4.29,284.1,154.7
Sea Dragon,Coastal Cliffs,Female,24,4.5,4.55,279.7,121.7
Forest Dragon,Northern Peaks,Male,20.1,7.3,4.39,241.6,161.5
Sea Dragon,Coastal Cliffs,Female,23.7,4.4,4.26,290.2,105.3
Sea Dragon,Coastal Cliffs,Female,24.2,3.7,4.42,321.1,117.5
Forest Dragon,Northern Peaks,Female,21.1,5.1,4.18,215.8,163.1
Forest Dragon,Coastal Cliffs,Male,21.3,6,3.99,225.8,137.7
Sea Dragon,Coastal Cliffs,Male,25.8,4.9,4.38,351.5,106.1
Sea Dragon,Coastal Cliffs,Female,23.1,4.2,4.46,296.3,98.5
Forest Dragon,Northern Peaks,Female,21.2,5.1,3.92,231.1,143.5
Mountain Dragon,Ancient Forest,Female,24.5,6,4.1,227.5,112.1
Sea Dragon,Coastal Cliffs,Male,26.9,5.1,4.47,337.2,116.4
Forest Dragon,Coastal Cliffs,Female,22,5.5,4.06,203.9,154.8
Sea Dragon,Coastal Cliffs,Male,26.6,4.8,4.55,356.7,141.8
