"session_id","time_start","browser","ip_address","time_end","penguins","silly_word","time_q_penguins","time_q_silly_word","time_p_welcome","time_p_page2","time_p_end","silly_word1","time_q_silly_word1","time_p_page0","penguins1","time_q_penguins1","penguins2","penguins4","penguins5","penguins6","time_q_penguins2","time_q_penguins4","time_q_penguins5","time_q_penguins6","penguins3","scatter_color","time_q_penguins3","time_q_scatter_color","education","time_q_education","q0_1","q0_2","q0_3","q0_4","llm_preference","llm_preference_CC","llm_preference_CE","llm_preference_RI","llm_preference_TP","llm_preference_CL","llm_preference_PO","llm_preference_MA","unique_id","q1","q1_reason","q2","q2_reason","q3","q3_reason","q4","q4_reason","q5","q5_reason","q6","q6_reason","time_q_q0_1","time_q_q0_2","time_q_q0_3","time_q_q0_4","time_q_llm_preference","time_q_llm_preference_CC","time_q_llm_preference_CE","time_q_llm_preference_RI","time_q_llm_preference_TP","time_q_llm_preference_CL","time_q_llm_preference_PO","time_q_llm_preference_MA","time_q_unique_id","time_q_q1","time_q_q1_reason","time_q_q2","time_q_q2_reason","time_q_q3","time_q_q3_reason","time_q_q4","time_q_q4_reason","time_q_q5","time_q_q5_reason","time_q_q6","time_q_q6_reason","scatter_x","scatter_y","time_q_scatter_x","time_q_scatter_y","time_p_page1","q1_flying_speed","q2_weight_speed","q3_wingspan","q4_wingspan_speed_single","q5_wingspan_speed_all","q6_claw_wingspan","time_q_q1_flying_speed","time_q_q2_weight_speed","time_q_q3_wingspan","time_q_q4_wingspan_speed_single","time_q_q5_wingspan_speed_all","time_q_q6_claw_wingspan","time_p_questions","current_page","q5_claw_wingspan","time_q_q5_claw_wingspan"
"2f823627f0a2b8ed41d330d74caa8707","2025-09-08 14:15:58 UTC","Chrome v139, Windows","127.0.0.1","2025-09-08 14:22:22 UTC",,,,,"2025-09-08 14:15:58 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"8f1803d03a5c5ca737ff42439d0fb215","2025-09-08 14:27:55 UTC","Chrome v139, Windows","127.0.0.1","2025-09-08 14:48:00 UTC",,,,,"2025-09-08 14:27:55 UTC",,"","","","",,,,,,,,,,,,"day",,"2025-09-08 14:47:15 UTC","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"948f27ea51c620776353bab6232ea469","2025-09-08 14:51:21 UTC","Chrome v139, Windows","127.0.0.1","2025-09-08 14:55:19 UTC",,,,,"2025-09-08 14:51:21 UTC",,"","","","",,,,,,,,,,,,"day",,"2025-09-08 14:51:51 UTC","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"d5be32700a2ededd18a4e5867a36df76","2025-09-08 14:48:03 UTC","Chrome v139, Windows","127.0.0.1","2025-09-08 14:55:19 UTC",,,,,"2025-09-08 14:48:03 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"b5221a19d1af4e5744e7773324dacf0d","2025-09-08 19:08:53 UTC","Chrome v139, Windows","127.0.0.1","2025-09-08 19:15:35 UTC",,,,,"2025-09-08 19:08:53 UTC",,"","","","",,,,,,,,,,,,"time",,"2025-09-08 19:08:59 UTC","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"04dee95bb504329db040e5d2f3c1bdc4","2025-09-18 15:29:07 UTC","Chrome v140, Windows","127.0.0.1","2025-09-18 15:29:37 UTC",,,,,"2025-09-18 15:29:07 UTC",,"","","","",,,,,,,,,,,,"day",,"2025-09-18 15:29:14 UTC","mass","2025-09-18 15:29:11 UTC",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"d82000deca6e9544ca4051dd9f8eac27","2025-09-18 15:46:52 UTC","Chrome v140, Windows","127.0.0.1","2025-09-18 15:47:48 UTC",,,,,"2025-09-18 15:46:52 UTC",,"","","","",,,,,,,,,,,,"time",,"2025-09-18 15:46:56 UTC","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"827927475711bd2c8f1e757da90055ae","2025-09-26 06:57:27 UTC","Chrome v140, Windows","127.0.0.1","2025-09-26 06:57:48 UTC",,,,,"2025-09-26 06:57:27 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"4c2b1787a2b61c7a99866e299e50161e","2026-06-04 18:10:24 UTC","Electron v39, Windows","127.0.0.1","2026-06-04 18:25:25 UTC",,,,,"",,"","","","",,,,,,,,,,,,"sex",,"2026-06-04 18:12:01 UTC","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"hp","disp","2026-06-04 18:12:05 UTC","2026-06-04 18:12:07 UTC","2026-06-04 18:10:24 UTC","","","","","","","","","","","","","","",,
"ca7ab321c49ea0f65467b5a3865e3502","2026-06-08 19:25:05 UTC","Electron v39, Windows","127.0.0.1","2026-06-08 19:25:20 UTC",,,,,"2026-06-08 19:25:05 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","mountain","","","","","","2026-06-08 19:25:15 UTC","","","","","","2026-06-08 19:25:13 UTC","questions",,
"050232d111adb605558b6720b56a8cde","2026-06-08 19:26:54 UTC","Electron v39, Windows","127.0.0.1","2026-06-08 19:26:57 UTC",,,,,"2026-06-08 19:26:54 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"837eda2a02d24deac017dac10722e233","2026-06-08 19:27:47 UTC","Chrome v148, Windows","127.0.0.1","2026-06-08 19:37:51 UTC",,,,,"2026-06-08 19:27:47 UTC",,"2026-06-08 19:28:03 UTC","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","sea","negative","sea","","negative","sea","2026-06-08 19:27:57 UTC","2026-06-08 19:27:58 UTC","2026-06-08 19:27:59 UTC","","2026-06-08 19:28:01 UTC","2026-06-08 19:28:02 UTC","2026-06-08 19:27:49 UTC","end",,
"00e5dd8ddf1d8d3a9cad63775d47c41c","2026-06-08 19:27:15 UTC","Electron v39, Windows","127.0.0.1","2026-06-08 19:37:51 UTC",,,,,"2026-06-08 19:27:15 UTC",,"2026-06-08 19:27:37 UTC","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","mountain","negative","mountain","positive","negative","same","2026-06-08 19:27:26 UTC","2026-06-08 19:27:27 UTC","2026-06-08 19:27:31 UTC","2026-06-08 19:27:32 UTC","2026-06-08 19:27:33 UTC","2026-06-08 19:27:34 UTC","2026-06-08 19:27:24 UTC","end",,
"e9ccba87be791dfa93f029394999556f","2026-06-09 15:24:21 UTC","Electron v39, Windows","127.0.0.1","2026-06-09 15:27:52 UTC",,,,,"2026-06-09 15:24:21 UTC",,"2026-06-09 15:27:48 UTC","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","mountain","negative","mountain","negative","negative","same","2026-06-09 15:27:42 UTC","2026-06-09 15:27:44 UTC","2026-06-09 15:27:44 UTC","2026-06-09 15:27:45 UTC","2026-06-09 15:27:47 UTC","2026-06-09 15:27:47 UTC","2026-06-09 15:27:41 UTC","end",,
"a524d0d9e25ae2a69ec0c34834bcc34f","2026-06-09 15:29:16 UTC","Electron v39, Windows","127.0.0.1","2026-06-09 15:29:37 UTC",,,,,"2026-06-09 15:29:16 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"2a3c352ac222876f017f3c16222c8616","2026-06-10 03:51:01 UTC","Electron v39, Windows","127.0.0.1","2026-06-10 03:52:38 UTC",,,,,"2026-06-10 03:51:01 UTC",,"2026-06-10 03:52:31 UTC","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","mountain","no_relation","","","no_relation","sea","2026-06-10 03:52:27 UTC","2026-06-10 03:52:28 UTC","","","2026-06-10 03:52:29 UTC","2026-06-10 03:52:30 UTC","2026-06-10 03:52:25 UTC","end",,
"66e8915a06f4f0c45e98419898042c91","2026-06-15 23:25:02 UTC","Electron v39, Windows","127.0.0.1","2026-06-15 23:25:19 UTC",,,,,"2026-06-15 23:25:02 UTC",,"2026-06-15 23:25:15 UTC","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","mountain","negative","mountain","negative","no_relation","same","2026-06-15 23:25:08 UTC","2026-06-15 23:25:09 UTC","2026-06-15 23:25:10 UTC","2026-06-15 23:25:12 UTC","2026-06-15 23:25:12 UTC","2026-06-15 23:25:14 UTC","2026-06-15 23:25:06 UTC","end",,
"b68d32b1b194571fb5d124129e669bfe","2026-06-16 22:36:37 UTC","Chrome v149, Windows","127.0.0.1","2026-06-16 23:12:16 UTC",,,,,"2026-06-16 22:36:37 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"b42af4e565c27beaae0dd5cd5ff6bc68","2026-06-16 22:34:37 UTC","Chrome v149, Windows","127.0.0.1","2026-06-16 23:12:16 UTC",,,,,"2026-06-16 22:34:37 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"e3c35220cf2e7f5bc8ec3c8ac602af62","2026-06-16 23:24:57 UTC","Chrome v149, Windows","127.0.0.1","2026-06-16 23:27:51 UTC",,,,,"2026-06-16 23:24:57 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"2f707b3a16fda43a0604edbe5c44d492","2026-06-16 23:12:33 UTC","Chrome v149, Windows","127.0.0.1","2026-06-16 23:27:51 UTC",,,,,"2026-06-16 23:12:33 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"0f6526f21d87ffc0de44db1d37dd19ab","2026-06-16 23:28:03 UTC","Chrome v149, Windows","127.0.0.1","2026-06-16 23:31:05 UTC",,,,,"2026-06-16 23:28:03 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"fbfb083b398a3000182056c9cdb33255","2026-06-18 15:08:03 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 15:12:36 UTC",,,,,"2026-06-18 15:08:03 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","forest","","","","","","2026-06-18 15:08:51 UTC","","","","","","2026-06-18 15:08:15 UTC","questions",,
"1ab34b5f39e0487b783fa1629ebfd62b","2026-06-18 19:55:07 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 20:56:33 UTC",,,,,"2026-06-18 19:55:07 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"9915406b9bb4ca44adcc70f80457dc76","2026-06-18 21:50:18 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 22:10:32 UTC",,,,,"2026-06-18 21:50:18 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","","",,
"83a7c7b8c2d6d8d9c9bb6bcef03245ec","2026-06-18 22:12:08 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 22:12:16 UTC",,,,,"2026-06-18 22:12:08 UTC",,"","","","",,,,,,,,,,,,"",,"","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","","","","","","","","","","","","","","","2026-06-18 22:12:12 UTC","questions",,
"0577039a0b0c64d1aaf6d4d2ac6b94bd","2026-06-18 22:14:01 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 22:15:10 UTC",,,,,"2026-06-18 22:14:01 UTC",,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"","","","",,,"","","","",,,"2026-06-18 22:14:07 UTC","questions","",""
