"design","session_id","shiny_token","ts","event","viz_tab","scatter_x","scatter_y","bar_var","dragon_species"
"dashboard_with_llm","6c252eae366da6af20d8ae98c8c4988f","6c252eae366da6af20d8ae98c8c4988f","2026-08-07 19:50:33.937","dragon_species","Scatter","wingspan_m","wingspan_m","flying_speed_kmh","Forest Dragon, Mountain Dragon, Sea Dragon"
"dashboard_with_llm","6c252eae366da6af20d8ae98c8c4988f","6c252eae366da6af20d8ae98c8c4988f","2026-08-07 19:50:34.781","scatter_x","Scatter","flying_speed_kmh","wingspan_m","flying_speed_kmh","Forest Dragon, Mountain Dragon, Sea Dragon"
"dashboard_with_llm","6c252eae366da6af20d8ae98c8c4988f","6c252eae366da6af20d8ae98c8c4988f","2026-08-07 19:50:48.858","viz_tab","Bar","flying_speed_kmh","wingspan_m","flying_speed_kmh","Forest Dragon, Mountain Dragon, Sea Dragon"
"dashboard_with_llm","6c252eae366da6af20d8ae98c8c4988f","6c252eae366da6af20d8ae98c8c4988f","2026-08-07 19:50:50.360","bar_var","Bar","flying_speed_kmh","wingspan_m","claw_length_cm","Forest Dragon, Mountain Dragon, Sea Dragon"
"dashboard_with_llm","0b02a0ee763aed957cd0912308fbd649","0b02a0ee763aed957cd0912308fbd649","2026-08-07 22:16:51.394","init","Scatter","flying_speed_kmh","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","0b02a0ee763aed957cd0912308fbd649","0b02a0ee763aed957cd0912308fbd649","2026-08-07 22:17:05.478","scatter_x","Scatter","claw_length_cm","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","0b02a0ee763aed957cd0912308fbd649","0b02a0ee763aed957cd0912308fbd649","2026-08-07 22:17:19.302","viz_tab","Bar","claw_length_cm","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","0b02a0ee763aed957cd0912308fbd649","0b02a0ee763aed957cd0912308fbd649","2026-08-07 22:17:20.705","bar_var","Bar","claw_length_cm","wingspan_m","claw_length_cm","All Species"
"dashboard_with_llm","0b02a0ee763aed957cd0912308fbd649","0b02a0ee763aed957cd0912308fbd649","2026-08-07 22:17:21.651","bar_var","Bar","claw_length_cm","wingspan_m","claw_thickness_cm","All Species"
"dashboard_with_llm","7e6a84e020fa10fa95542cc9ee0e188d","7e6a84e020fa10fa95542cc9ee0e188d","2026-08-17 20:23:00.687","init","Scatter","flying_speed_kmh","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","7e6a84e020fa10fa95542cc9ee0e188d","7e6a84e020fa10fa95542cc9ee0e188d","2026-08-17 20:23:41.735","viz_tab","Bar","flying_speed_kmh","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","7e6a84e020fa10fa95542cc9ee0e188d","7e6a84e020fa10fa95542cc9ee0e188d","2026-08-17 20:23:43.305","viz_tab","Scatter","flying_speed_kmh","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","11d9710d4a593b73ee48c0015d5db751","11d9710d4a593b73ee48c0015d5db751","2026-08-17 22:43:54.198","init","Scatter","flying_speed_kmh","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","022b658c585a4db3a5143691b5c5f8e3","022b658c585a4db3a5143691b5c5f8e3","2026-08-17 22:45:48.092","init","Scatter","flying_speed_kmh","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","233cce98e6124085de124b6290c8fb12","233cce98e6124085de124b6290c8fb12","2026-08-17 22:46:35.213","init","Scatter","flying_speed_kmh","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","b0d7be4faa2ae246ca9c9165bcc6b619","b0d7be4faa2ae246ca9c9165bcc6b619","2026-08-17 22:46:54.651","init","Scatter","flying_speed_kmh","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","521984d9860431eb408d41a91b91aadf","521984d9860431eb408d41a91b91aadf","2026-08-17 22:48:06.832","init","Scatter","flying_speed_kmh","wingspan_m","flying_speed_kmh","All Species"
"dashboard_with_llm","12dc3c97cb323df065ef0ca62904d9dc","12dc3c97cb323df065ef0ca62904d9dc","2026-08-17 23:30:50.607","init","Scatter","weight_kg","claw_length_cm","flying_speed_kmh","All Species"
