"session_id","time_start","browser","ip_address","time_end","q1_flying_speed","q2_weight_speed","q3_wingspan","q4_wingspan_speed_single","q5_wingspan_speed_all","q6_claw_wingspan","time_q_q1_flying_speed","time_q_q2_weight_speed","time_q_q3_wingspan","time_q_q4_wingspan_speed_single","time_q_q5_wingspan_speed_all","time_q_q6_claw_wingspan","time_p_welcome","time_p_questions","time_p_end","current_page","q5_claw_wingspan","time_q_q5_claw_wingspan","q1_breeder","q1_confidence","q1_reasoning","q2_claw_wingspan","q3_flying_speed","q4_wingspan","q5_weight_speed","time_q_q1_breeder","time_q_q1_confidence","time_q_q1_reasoning","time_q_q2_claw_wingspan","time_q_q3_flying_speed","time_q_q4_wingspan","time_q_q5_weight_speed","fu_q1_claw_wingspan","fu_q1_confidence","fu_q2_weight_speed","fu_q2_confidence","fu_q3_predictor","fu_q3_confidence","fu_q4_process","fu_q5_confidence_shift","time_q_fu_q1_claw_wingspan","time_q_fu_q1_confidence","time_q_fu_q2_weight_speed","time_q_fu_q2_confidence","time_q_fu_q3_predictor","time_q_fu_q3_confidence","time_q_fu_q4_process","time_q_fu_q5_confidence_shift","time_p_followup","q_confidence","q_reasoning","time_q_q_confidence","time_q_q_reasoning"
"0f6526f21d87ffc0de44db1d37dd19ab","2026-06-16 23:28:03 UTC","Chrome v149, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-06-16 23:28:03 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"731d667c21b62ec394d78abaefd5533b","2026-06-16 23:42:47 UTC","Chrome v149, Windows","127.0.0.1","2026-06-17 00:18:09 UTC","","","","",,,"","","","",,,"2026-06-16 23:42:47 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"7272c8d1e2b5cb5e83b676d484bcf13d","2026-06-16 23:56:20 UTC","Chrome v149, Windows","127.0.0.1","2026-06-17 00:18:07 UTC","","","","",,,"","","","",,,"2026-06-16 23:56:20 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"546a42859e2ed7f3ce3bb19483e368d5","2026-06-17 00:25:39 UTC","Chrome v149, Windows","127.0.0.1","2026-06-17 00:27:45 UTC","","","","",,,"","","","",,,"2026-06-17 00:25:39 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"0438e387e8a2673a964c431825c18198","2026-06-17 18:52:44 UTC","Chrome v149, Windows","127.0.0.1","2026-06-17 20:03:54 UTC","","","","",,,"","","","",,,"2026-06-17 18:52:44 UTC","2026-06-17 18:52:50 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"152b7a92d435ecd9d6a17120cc99686d","2026-06-18 14:20:09 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 14:46:32 UTC","","","","",,,"","","","",,,"2026-06-18 14:20:09 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"904ae6a511c7071ce16a1bf48c878aa4","2026-06-18 14:47:02 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 14:49:00 UTC","mountain","negative","sea","",,,"2026-06-18 14:48:03 UTC","2026-06-18 14:48:05 UTC","2026-06-18 14:48:06 UTC","",,,"2026-06-18 14:47:02 UTC","2026-06-18 14:48:02 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"2bb4310627844521c80d7f084242fce7","2026-06-18 14:49:03 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 14:49:16 UTC","","","","",,,"","","","",,,"2026-06-18 14:49:03 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"243e531e224f6cd77b200e19f0497914","2026-06-18 14:55:45 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 15:08:01 UTC","","","","",,,"","","","",,,"2026-06-18 14:55:45 UTC","2026-06-18 15:04:26 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"fbfb083b398a3000182056c9cdb33255","2026-06-18 15:08:03 UTC","Chrome v149, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-06-18 15:08:03 UTC","2026-06-18 15:08:15 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"4f29c3cb2c100467d0edbb3982d676cb","2026-06-18 15:12:57 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 15:48:21 UTC","","negative","","",,,"","2026-06-18 15:15:26 UTC","","",,,"2026-06-18 15:12:57 UTC","2026-06-18 15:13:38 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"3183d77646f8a91838bbf9a6f420dd13","2026-06-18 15:48:23 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 15:56:19 UTC","","","","",,,"","","","",,,"2026-06-18 15:48:23 UTC","2026-06-18 15:48:26 UTC","2026-06-18 15:56:10 UTC","end",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"1ab34b5f39e0487b783fa1629ebfd62b","2026-06-18 19:55:07 UTC","Chrome v149, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-06-18 19:55:07 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"9915406b9bb4ca44adcc70f80457dc76","2026-06-18 21:50:18 UTC","Chrome v149, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-06-18 21:50:18 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"b832722ad92fde4f4cef3d4bba6d0103","2026-06-18 22:10:36 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 22:12:10 UTC","","","","",,,"","","","",,,"2026-06-18 22:10:36 UTC","2026-06-18 22:11:16 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"83a7c7b8c2d6d8d9c9bb6bcef03245ec","2026-06-18 22:12:08 UTC","Chrome v149, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-06-18 22:12:08 UTC","2026-06-18 22:12:12 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"2320943b5f1b0d13f3f10d7267b7bae5","2026-06-18 22:13:03 UTC","Chrome v149, Windows","127.0.0.1","2026-06-18 22:13:27 UTC","","","","",,,"","","","",,,"2026-06-18 22:13:03 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"0577039a0b0c64d1aaf6d4d2ac6b94bd","2026-06-18 22:14:01 UTC","Chrome v149, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-06-18 22:14:01 UTC","2026-06-18 22:14:07 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"a1dfac96c4a89883ee0252002c8eb6e5","2026-06-26 19:03:52 UTC","Electron v37, Windows","127.0.0.1","2026-06-26 19:07:20 UTC","","","","",,,"","","","",,,"2026-06-26 19:03:52 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"bfdd4492b1e3010a2678db8cfc8089ac","2026-06-26 19:04:07 UTC","Chrome v149, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-06-26 19:04:07 UTC","2026-06-26 19:04:10 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"4fb2426f6b9bf2e4856109b08a740e99","2026-06-26 20:39:35 UTC","Electron v39, Windows","127.0.0.1","2026-06-27 02:01:07 UTC","","","","",,,"","","","",,,"2026-06-26 20:39:35 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"803515e9898e96cf5f77aada1962bf3b","2026-06-26 20:56:49 UTC","Chrome v149, Windows","127.0.0.1","2026-06-27 02:01:07 UTC","","","","",,,"","","","",,,"2026-06-26 20:56:49 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"adadf936ec9f3786226f6dc4eb9d6bae","2026-06-27 03:30:58 UTC","Chrome v149, Windows","127.0.0.1","2026-06-27 03:31:08 UTC","","","","",,,"","","","",,,"2026-06-27 03:30:58 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"3d47f103838f7fc99260bdbda4f4c57b","2026-06-27 03:31:08 UTC","Chrome v149, Windows","127.0.0.1","2026-06-27 03:35:22 UTC","","","","",,,"","","","",,,"2026-06-27 03:31:08 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"95d4e941b446ae4ab8888a7231555e88","2026-06-27 20:19:46 UTC","Electron v39, Windows","127.0.0.1","2026-06-27 20:36:41 UTC","","","","",,,"","","","",,,"2026-06-27 20:19:46 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"e6655145626141a4d694f5f19f76eedb","2026-06-27 20:25:21 UTC","Chrome v149, Windows","127.0.0.1","2026-06-27 20:36:42 UTC","","","","",,,"","","","",,,"2026-06-27 20:25:21 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"c56c804477995b410cb2a27218876f84","2026-06-27 20:36:43 UTC","Electron v39, Windows","127.0.0.1","2026-06-27 20:37:57 UTC","","","","",,,"","","","",,,"2026-06-27 20:36:43 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"a6477f952ef47acdbcf2131f3e858b33","2026-06-27 20:36:45 UTC","Chrome v149, Windows","127.0.0.1","2026-06-27 20:37:59 UTC","","","","",,,"","","","",,,"2026-06-27 20:36:45 UTC","2026-06-27 20:36:54 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"1c98bb99eac931ee63f8cf7995a6a9c4","2026-06-27 20:37:59 UTC","Electron v39, Windows","127.0.0.1","2026-06-27 20:38:39 UTC","","","","",,,"","","","",,,"2026-06-27 20:37:59 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"2db2ac980ec440397c8866a5ba5dcc63","2026-06-27 20:38:00 UTC","Chrome v149, Windows","127.0.0.1","2026-06-27 20:38:39 UTC","","","","",,,"","","","",,,"2026-06-27 20:38:00 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"ac8d52429de03db23deff570c8a79400","2026-06-27 20:38:39 UTC","Electron v39, Windows","127.0.0.1","2026-06-27 20:41:59 UTC","","","","",,,"","","","",,,"2026-06-27 20:38:39 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"4afb57de73359860d136a69dc68f8db0","2026-06-27 20:38:40 UTC","Chrome v149, Windows","127.0.0.1","2026-06-27 20:40:25 UTC","","","","",,,"","","","",,,"2026-06-27 20:38:54 UTC","2026-06-27 20:39:02 UTC","2026-06-27 20:40:23 UTC","end",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"9b28ff8af03af91a08d48e22ce509840","2026-06-29 19:06:55 UTC","Electron v39, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-06-29 19:06:55 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"e78481182dcc0c831416278de76a655f","2026-06-29 19:17:07 UTC","Chrome v149, Windows","127.0.0.1","2026-06-29 21:07:26 UTC","","","","",,,"","","","",,,"2026-06-29 19:17:07 UTC","2026-06-29 19:17:16 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"739b110cbfdb979da12793eafe15a6ba","2026-06-29 21:22:31 UTC","Chrome v149, Windows","127.0.0.1","2026-06-29 21:22:50 UTC","","","","",,,"","","","",,,"2026-06-29 21:22:31 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"4131c7f40e78d9427cbd73aa9f9e14fe","2026-06-29 21:48:39 UTC","Electron v39, Windows","127.0.0.1","2026-06-29 21:49:11 UTC","","","","",,,"","","","",,,"2026-06-29 21:48:39 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"80d83620d82baac21ace6d0a1c02103e","2026-06-29 21:49:12 UTC","Electron v39, Windows","127.0.0.1","2026-06-30 08:05:21 UTC","","","","",,,"","","","",,,"2026-06-29 21:49:12 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"95bd37083156891b29a1950f59925239","2026-06-29 21:49:20 UTC","Chrome v149, Windows","127.0.0.1","2026-06-29 21:50:38 UTC","","","","",,,"","","","",,,"2026-06-29 21:49:20 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"93994c5cdd54562e3272494991b31c44","2026-06-30 13:39:07 UTC","Electron v39, Windows","127.0.0.1","2026-06-30 13:53:19 UTC","","","","",,,"","","","",,,"2026-06-30 13:39:07 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"36935dc315b95ae30255bf541001ce4c","2026-06-30 13:39:12 UTC","Chrome v149, Windows","127.0.0.1","2026-06-30 13:53:19 UTC","","","","",,,"","","","",,,"2026-06-30 13:39:12 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"a6028c474f87ac27985cc11021fea57e","2026-06-30 13:53:58 UTC","Electron v39, Windows","127.0.0.1","2026-06-30 13:54:39 UTC","","","","",,,"","","","",,,"2026-06-30 13:53:58 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"496b4c27541c5de1f97274e87e51a12e","2026-06-30 13:53:59 UTC","Chrome v149, Windows","127.0.0.1","2026-06-30 13:54:41 UTC","","","","",,,"","","","",,,"2026-06-30 13:53:59 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"9919f9c471dc22c92313f6abc9889771","2026-06-30 13:54:42 UTC","Electron v39, Windows","127.0.0.1","2026-06-30 13:56:24 UTC","","","","",,,"","","","",,,"2026-06-30 13:54:42 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"268db75934eba8a0f0897ada6866abb9","2026-06-30 13:54:42 UTC","Chrome v149, Windows","127.0.0.1","2026-06-30 13:56:24 UTC","","","","",,,"","","","",,,"2026-06-30 13:54:42 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"5c8b615304d0c16ef5ce493bbf9a3bc0","2026-06-30 13:56:25 UTC","Electron v39, Windows","127.0.0.1","2026-06-30 13:56:43 UTC","","","","",,,"","","","",,,"2026-06-30 13:56:25 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"36422ead2bf9a9965e63c77a86a10d94","2026-06-30 13:56:26 UTC","Chrome v149, Windows","127.0.0.1","2026-06-30 13:56:43 UTC","","","","",,,"","","","",,,"2026-06-30 13:56:26 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"a4b8b937975fb8ac5136df3736f621bb","2026-06-30 13:56:43 UTC","Electron v39, Windows","127.0.0.1","2026-06-30 13:57:20 UTC","","","","",,,"","","","",,,"2026-06-30 13:56:43 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"a61b63e8c24fb5342fdd7fe854b88db9","2026-06-30 13:56:44 UTC","Chrome v149, Windows","127.0.0.1","2026-06-30 13:57:20 UTC","","","","",,,"","","","",,,"2026-06-30 13:56:44 UTC","2026-06-30 13:56:57 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"7171bdc84e7cc6fadffaeb7c8c32aa73","2026-06-30 13:57:21 UTC","Electron v39, Windows","127.0.0.1","2026-06-30 14:00:48 UTC","","","","",,,"","","","",,,"2026-06-30 13:57:21 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"8f1369d99900b7a3a58f4818a79f64b6","2026-06-30 13:57:22 UTC","Chrome v149, Windows","127.0.0.1","2026-06-30 14:00:48 UTC","","","","",,,"","","","",,,"2026-06-30 13:58:22 UTC","2026-06-30 13:57:33 UTC","","welcome",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"db39da419fe049cfc82b3049c3213485","2026-06-30 14:00:48 UTC","Electron v39, Windows","127.0.0.1","2026-06-30 14:01:11 UTC","","","","",,,"","","","",,,"2026-06-30 14:00:48 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"ad6bd6da57560362f1ac73b59cc1b890","2026-06-30 14:00:49 UTC","Chrome v149, Windows","127.0.0.1","2026-06-30 14:01:11 UTC","","","","",,,"","","","",,,"2026-06-30 14:00:49 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"57d7ffef95fdc50ba05c0f8ba3ad2d5a","2026-06-30 14:01:11 UTC","Electron v39, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-06-30 14:01:11 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"45512d18a6c433040c244d4f8cf064ce","2026-06-30 14:01:12 UTC","Chrome v149, Windows","127.0.0.1","2026-06-30 15:02:33 UTC","","","","",,,"","","","",,,"2026-06-30 14:01:12 UTC","2026-06-30 14:01:30 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"bf701a1556513d306886cab5aaf09afd","2026-06-30 15:09:46 UTC","Chrome v149, Windows","127.0.0.1","2026-06-30 15:46:24 UTC","forest","negative","","",,,"2026-06-30 15:29:01 UTC","2026-06-30 15:30:08 UTC","","",,,"2026-06-30 15:09:46 UTC","2026-06-30 15:10:02 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"f67beb96f967376afd9409bd21ecb62e","2026-07-15 16:00:53 UTC","Chrome v150, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-07-15 16:00:53 UTC","2026-07-15 16:01:17 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"b30eefc219925d15a10f92d6ec63131c","2026-07-16 21:42:51 UTC","Chrome v150, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-07-16 21:42:51 UTC","2026-07-16 21:42:57 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"e0e62c3c66d2590a175d761e2a7b263b","2026-07-16 21:48:36 UTC","Chrome v150, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-07-16 21:48:36 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"81123b0fe823abe441aea3f58f02be3f","2026-07-17 19:37:37 UTC","Chrome v150, Windows","127.0.0.1","","","","","",,,"","","","",,,"2026-07-17 19:37:37 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"ceaef3fc2ef142332e3ddc973b06bfb7","2026-07-17 19:54:22 UTC","Chrome v150, Windows","127.0.0.1","2026-07-17 19:55:09 UTC","","","","",,,"","","","",,,"2026-07-17 19:54:22 UTC","2026-07-17 19:54:51 UTC","","questions",,,"",0,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"f3df677cc86f150db056cb41d85424ac","2026-07-18 22:47:29 UTC","Chrome v150, Windows","127.0.0.1","2026-07-18 22:47:37 UTC","","","","",,,"","","","",,,"2026-07-18 22:47:29 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"76efc17c5beead37891add91a77abc11","2026-07-18 22:50:14 UTC","Chrome v150, Windows","127.0.0.1","2026-07-18 23:10:00 UTC","","","","",,,"","","","",,,"2026-07-18 22:50:14 UTC","","","",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"719a8ec239ec40811c46ac731282a3b6","2026-07-21 14:01:54 UTC","Chrome v150, Windows","127.0.0.1","2026-07-21 14:08:51 UTC","","","","",,,"","","","",,,"2026-07-21 14:02:47 UTC","2026-07-21 14:08:01 UTC","","questions",,,"",0,,"","","","","",,,"","","","","","0","","0","","0","","","","","","","","","","","2026-07-21 14:02:42 UTC",,"","",""
"99016ef2951360a0c1dd461cbb955ba8","2026-08-05 18:08:12 UTC","Chrome v150, Windows","127.0.0.1","2026-08-05 18:09:28 UTC","","","","",,,"","","","",,,"2026-08-05 18:08:12 UTC","2026-08-05 18:08:19 UTC","","questions",,,"",0,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","",,"","",""
"903002953964c64fc10a8c897f70fa7a","2026-08-05 18:55:19 UTC","Chrome v150, Windows","127.0.0.1","2026-08-05 18:55:36 UTC","","","","",,,"","","","",,,"2026-08-05 18:55:19 UTC","2026-08-05 18:55:22 UTC","","questions",,,"",,,"","","","","",,,"","","","","",,"",,"",,"","","","","","","","","","","","0","","",""
"19b6d4a56b31d28681dc9874853b4665","2026-08-05 18:56:01 UTC","Chrome v150, Windows","127.0.0.1","2026-08-05 18:56:39 UTC","","","","",,,"","","","",,,"2026-08-05 18:56:01 UTC","2026-08-05 18:56:07 UTC","2026-08-05 18:56:36 UTC","end",,,"larger",,,"sea","mountain","mountain","negative","2026-08-05 18:56:10 UTC",,,"2026-08-05 18:56:12 UTC","2026-08-05 18:56:13 UTC","2026-08-05 18:56:14 UTC","2026-08-05 18:56:14 UTC","mountain","3","negative","2","weight","3","self_explore","more","2026-08-05 18:56:24 UTC","2026-08-05 18:56:26 UTC","2026-08-05 18:56:27 UTC","2026-08-05 18:56:29 UTC","2026-08-05 18:56:31 UTC","2026-08-05 18:56:31 UTC","2026-08-05 18:56:34 UTC","2026-08-05 18:56:34 UTC","2026-08-05 18:56:21 UTC","6","Test","2026-08-05 18:56:16 UTC","2026-08-05 18:56:20 UTC"
