"design","session_id","shiny_token","ts","event","viz_tab","scatter_x","scatter_y","bar_var","dragon_species"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:51:55.236","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Bourbon"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:51:56.298","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Bourbon, Caturra"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:51:57.103","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:52:41.785","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:52:48.337","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Caturra"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:52:53.837","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Bourbon, Caturra"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:52:55.346","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Bourbon"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:52:57.492","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Bourbon, Caturra"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:52:58.017","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Caturra"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:53:00.412","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 14:53:02.313","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:11:15.938","dragon_species","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","All Varietals, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:14:25.025","scatter_x","Scatter","farm_size_ha","price_per_kg_usd","price_per_kg_usd","All Varietals, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:14:28.825","scatter_y","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:14:30.866","dragon_species","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:14:31.430","dragon_species","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:14:32.623","dragon_species","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:14:34.843","dragon_species","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd",""
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:14:35.380","dragon_species","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:15:24.159","scatter_x","Scatter","price_per_kg_usd","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:15:25.634","scatter_y","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:15:56.834","dragon_species","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd",""
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:15:57.581","dragon_species","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Bourbon"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:18:08.781","dragon_species","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Bourbon, Caturra"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:18:11.696","dragon_species","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:25:17.081","dragon_species","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:25:19.756","viz_tab","Bar","price_per_kg_usd","altitude_m","price_per_kg_usd","Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:25:21.423","bar_var","Bar","price_per_kg_usd","altitude_m","altitude_m","Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:25:35.490","bar_var","Bar","price_per_kg_usd","altitude_m","price_per_kg_usd","Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:25:36.862","dragon_species","Bar","price_per_kg_usd","altitude_m","price_per_kg_usd","Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:34:37.500","viz_tab","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:34:40.760","dragon_species","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","All Varietals, Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:40:28.945","scatter_x","Scatter","yield_kg_per_ha","altitude_m","price_per_kg_usd","All Varietals, Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:40:30.463","scatter_y","Scatter","yield_kg_per_ha","price_per_kg_usd","price_per_kg_usd","All Varietals, Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:40:39.113","dragon_species","Scatter","yield_kg_per_ha","price_per_kg_usd","price_per_kg_usd","Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:41:29.991","scatter_x","Scatter","farm_size_ha","price_per_kg_usd","price_per_kg_usd","Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:41:32.474","scatter_y","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6074c8f7f9abb0a787da70cff472b62f","6074c8f7f9abb0a787da70cff472b62f","2026-09-01 15:41:34.347","dragon_species","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals, Bourbon, Caturra, Typica"
"coffee_dashboard_with_llm","6860fa08bd8630e0597a1a92f761fd01","6860fa08bd8630e0597a1a92f761fd01","2026-09-08 04:26:52.159","init","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:32:19.496","init","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:32:36.484","coffee_types","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals, Catuai"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:32:37.283","coffee_types","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals, Catuai, Gesha"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:32:38.693","scatter_x","Scatter","altitude_m","tree_age_years","price_per_kg_usd","All Varietals, Catuai, Gesha"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:32:40.191","scatter_y","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","All Varietals, Catuai, Gesha"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:32:42.907","scatter_y","Scatter","altitude_m","tree_age_years","price_per_kg_usd","All Varietals, Catuai, Gesha"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:37:12.510","scatter_x","Scatter","price_per_kg_usd","tree_age_years","price_per_kg_usd","All Varietals, Catuai, Gesha"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:37:15.226","scatter_y","Scatter","price_per_kg_usd","farm_size_ha","price_per_kg_usd","All Varietals, Catuai, Gesha"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:37:16.259","viz_tab","Bar","price_per_kg_usd","farm_size_ha","price_per_kg_usd","All Varietals, Catuai, Gesha"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:37:17.728","bar_var","Bar","price_per_kg_usd","farm_size_ha","farm_size_ha","All Varietals, Catuai, Gesha"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:37:35.068","bar_var","Bar","price_per_kg_usd","farm_size_ha","altitude_m","All Varietals, Catuai, Gesha"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:37:51.519","coffee_types","Bar","price_per_kg_usd","farm_size_ha","altitude_m","All Varietals, Gesha"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:37:52.814","coffee_types","Bar","price_per_kg_usd","farm_size_ha","altitude_m","All Varietals"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:37:58.860","viz_tab","Scatter","price_per_kg_usd","farm_size_ha","altitude_m","All Varietals"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:38:04.010","scatter_y","Scatter","price_per_kg_usd","price_per_kg_usd","altitude_m","All Varietals"
"coffee_dashboard_with_llm","d8c0242ae6fe380933f76e451cffdf06","d8c0242ae6fe380933f76e451cffdf06","2026-09-08 04:38:06.446","scatter_x","Scatter","altitude_m","price_per_kg_usd","altitude_m","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:42:02.301","init","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:45:21.948","scatter_x","Scatter","tree_age_years","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:45:24.571","scatter_x","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:46:08.149","scatter_x","Scatter","altitude_m","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:46:10.817","scatter_y","Scatter","altitude_m","price_per_kg_usd","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:46:33.870","viz_tab","Bar","altitude_m","price_per_kg_usd","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:46:40.688","bar_var","Bar","altitude_m","price_per_kg_usd","altitude_m","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:46:52.006","coffee_types","Bar","altitude_m","price_per_kg_usd","altitude_m","All Varietals, Catuai"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:46:53.121","coffee_types","Bar","altitude_m","price_per_kg_usd","altitude_m","All Varietals, Catuai, Typica"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:46:54.294","coffee_types","Bar","altitude_m","price_per_kg_usd","altitude_m","Catuai, Typica"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:47:08.746","coffee_types","Bar","altitude_m","price_per_kg_usd","altitude_m","All Varietals, Catuai, Typica"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:47:10.593","coffee_types","Bar","altitude_m","price_per_kg_usd","altitude_m","All Varietals, Typica"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:47:11.393","coffee_types","Bar","altitude_m","price_per_kg_usd","altitude_m","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:47:14.386","bar_var","Bar","altitude_m","price_per_kg_usd","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:47:26.901","bar_var","Bar","altitude_m","price_per_kg_usd","altitude_m","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:47:31.133","bar_var","Bar","altitude_m","price_per_kg_usd","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:47:32.893","bar_var","Bar","altitude_m","price_per_kg_usd","altitude_m","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:47:43.364","bar_var","Bar","altitude_m","price_per_kg_usd","yield_kg_per_ha","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:47:48.329","bar_var","Bar","altitude_m","price_per_kg_usd","altitude_m","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:48:05.599","coffee_types","Bar","altitude_m","price_per_kg_usd","altitude_m",""
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:48:06.632","coffee_types","Bar","altitude_m","price_per_kg_usd","altitude_m","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:48:07.919","viz_tab","Scatter","altitude_m","price_per_kg_usd","altitude_m","All Varietals"
"coffee_dashboard_with_llm","cdec2216e9b7790b61ac01940649436b","cdec2216e9b7790b61ac01940649436b","2026-09-08 13:48:11.918","scatter_x","Scatter","yield_kg_per_ha","price_per_kg_usd","altitude_m","All Varietals"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:56:55.095","init","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:57:12.667","scatter_x","Scatter","altitude_m","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:57:15.032","scatter_y","Scatter","altitude_m","farm_size_ha","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:57:20.092","scatter_x","Scatter","farm_size_ha","farm_size_ha","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:57:21.504","scatter_y","Scatter","farm_size_ha","price_per_kg_usd","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:57:25.894","coffee_types","Scatter","farm_size_ha","price_per_kg_usd","price_per_kg_usd","All Varietals, Caturra"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:57:26.919","coffee_types","Scatter","farm_size_ha","price_per_kg_usd","price_per_kg_usd","Caturra"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:57:27.909","coffee_types","Scatter","farm_size_ha","price_per_kg_usd","price_per_kg_usd","Bourbon, Caturra"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:57:28.770","coffee_types","Scatter","farm_size_ha","price_per_kg_usd","price_per_kg_usd","Bourbon, Catuai, Caturra"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:57:29.619","coffee_types","Scatter","farm_size_ha","price_per_kg_usd","price_per_kg_usd","Bourbon, Catuai, Caturra, Gesha"
"coffee_dashboard_with_llm","c2d59b81e56facd637c2f6d823da85ab","c2d59b81e56facd637c2f6d823da85ab","2026-09-08 13:57:30.524","coffee_types","Scatter","farm_size_ha","price_per_kg_usd","price_per_kg_usd","Bourbon, Catuai, Caturra, Gesha, Typica"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:16:06.163","init","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:16:40.449","coffee_types","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd",""
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:16:41.617","coffee_types","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","Bourbon"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:16:42.616","coffee_types","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals, Bourbon"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:12.107","coffee_types","Scatter","farm_size_ha","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:19.208","scatter_x","Scatter","price_per_kg_usd","tree_age_years","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:22.102","scatter_y","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd","All Varietals"
"coffee_dashboard_with_llm","2e30cb3406d8a356a04706087b7afcbd","2e30cb3406d8a356a04706087b7afcbd","2026-09-08 15:17:26.534","coffee_types","Scatter","price_per_kg_usd","altitude_m","price_per_kg_usd",""
